book_id,word_count,book_intro
104,10104,"[0.12337216697149678, 0.40302011685870454]"
105,10105,"[0.6292826020668203, 0.32333119678189115]"
106,10106,"[0.8912851115536389, 0.1741372022378158]"
107,10107,"[0.44237439736788187, 0.44319015905680814]"
108,10108,"[0.633902339387292, 0.6926722636131784]"
109,10109,"[0.18341477535870154, 0.31584947152384857]"
110,10110,"[0.8664798998985953, 0.6342442016696048]"
111,10111,"[0.2245138188416096, 0.3114027370336325]"
112,10112,"[0.41242642369834404, 0.9006740612766776]"
113,10113,"[0.4903420399705598, 0.14950154135306182]"
114,10114,"[0.6273891423500073, 0.963122755183693]"
115,10115,"[0.8637148624710347, 0.30993942067208813]"
116,10116,"[0.04594027059658168, 0.5954747763705913]"
117,10117,"[0.07811495261375556, 0.8751652425030678]"
118,10118,"[0.908256556348723, 0.21580847750211973]"
119,10119,"[0.3868224111915065, 0.6727955670622253]"
120,10120,"[0.9355459284646028, 0.9020296824257269]"
121,10121,"[0.26558676330488784, 0.2809952219945441]"
122,10122,"[0.029561321214773284, 0.716733717902549]"
123,10123,"[0.9958955218880543, 0.18623142717132501]"
124,10124,"[0.9375703084628056, 0.438126003398263]"
125,10125,"[0.7049124617919464, 0.686224648956927]"
126,10126,"[0.4891827082044131, 0.9216779911194862]"
127,10127,"[0.6805140833309465, 0.08063637901479004]"
128,10128,"[0.7078218443728395, 0.6304912704217912]"
129,10129,"[0.6001731288516955, 0.682630069407348]"
130,10130,"[0.8775185464919918, 0.23648369006476233]"
131,10131,"[0.147945428624223, 0.80973728552738]"
132,10132,"[0.32230468347756347, 0.7153453819161212]"
133,10133,"[0.6226478564404664, 0.42888128542876136]"
134,10134,"[0.12011097504965451, 0.6721027682228964]"
135,10135,"[0.5457991298095195, 0.9160771320679686]"
136,10136,"[0.19506309773429065, 0.9725720676507312]"
137,10137,"[0.4804722274958596, 0.23441268278627425]"
138,10138,"[0.7732868355311511, 0.3476643783929927]"
139,10139,"[0.8362700241506359, 0.5090364907717108]"
140,10140,"[0.6268986959358797, 0.6393607394530834]"
141,10141,"[0.47946901640146256, 0.9162474971249697]"
142,10142,"[0.8925444678435281, 0.5115881732955468]"
143,10143,"[0.6665325773086498, 0.8214022040622276]"
144,10144,"[0.3196908968335961, 0.8997109814107217]"
145,10145,"[0.6253324286574629, 0.28152757229776326]"
146,10146,"[0.9363312071630111, 0.9531064803423143]"
147,10147,"[0.34891938403114375, 0.8339217423572285]"
148,10148,"[0.41372872482077594, 0.6457820112639976]"
149,10149,"[0.34124224145605364, 0.9978544227567129]"
150,10150,"[0.4331567613781564, 0.1780963790114949]"
151,10151,"[0.4163211051599176, 0.46254225167202034]"
152,10152,"[0.9360590608007018, 0.7952075715766825]"
153,10153,"[0.7888769049560799, 0.4176482082912234]"
154,10154,"[0.35510983848867717, 0.16873574395173985]"
155,10155,"[0.9344904791489901, 0.015641816239754247]"
156,10156,"[0.14545694141672916, 0.4694975089623342]"
157,10157,"[0.0030842013335553586, 0.414100300747143]"
158,10158,"[0.25881446785898765, 0.8641247591196523]"
159,10159,"[0.45234197830863, 0.195827311556369]"
160,10160,"[0.9214611166854298, 0.40388659411545813]"
161,10161,"[0.8251632822307551, 0.16048037102060386]"
162,10162,"[0.5221092225546036, 0.8796474740576297]"
163,10163,"[0.6679729948474661, 0.24670224860129608]"
164,10164,"[0.6586145484775648, 0.29542250229155764]"
165,10165,"[0.012085377922812945, 0.9049803554744869]"
166,10166,"[0.10383183963825615, 0.19077679499104017]"
167,10167,"[0.6790062124627251, 0.9412996918705335]"
168,10168,"[0.30333502034846505, 0.660356279950588]"
169,10169,"[0.6436517092111815, 0.32435151397741235]"
170,10170,"[0.7655514002232052, 0.3507353482539167]"
171,10171,"[0.45466700844671704, 0.9003993764648752]"
172,10172,"[0.5634291488358104, 0.1040197849876896]"
173,10173,"[0.9515072816387492, 0.6487087454833238]"
174,10174,"[0.7097861084840272, 0.7237588762474783]"
175,10175,"[0.09119663315439186, 0.6370532823736409]"
176,10176,"[0.44221730032282647, 0.11295992372069519]"
177,10177,"[0.8805641998768814, 0.6928384705144421]"
178,10178,"[0.061926631548498756, 0.8751999395295161]"
179,10179,"[0.6672642799144597, 0.10813844727997846]"
180,10180,"[0.2619279157988895, 0.17000369897361056]"
181,10181,"[0.9493942960461417, 0.5164797215954419]"
182,10182,"[0.5654196459516164, 0.777827005470571]"
183,10183,"[0.8524642403805904, 0.5860359593384001]"
184,10184,"[0.08022645256561911, 0.2441120529873283]"
185,10185,"[0.37397070906868335, 0.15606919216878334]"
186,10186,"[0.7907254872861368, 0.11368857112917541]"
187,10187,"[0.06490819180311502, 0.668405452157708]"
188,10188,"[0.9016177614654166, 0.23057007719245126]"
189,10189,"[0.03029888527481761, 0.9327504281438381]"
190,10190,"[0.7539198802128306, 0.7699993040005751]"
191,10191,"[0.6458603956055956, 0.578588177708264]"
192,10192,"[0.01284751210048285, 0.8263242395876602]"
193,10193,"[0.9278829271098611, 0.6219438473069883]"
194,10194,"[0.7908056759780426, 0.6293681180190736]"
195,10195,"[0.3798224764533945, 0.9449910379173945]"
196,10196,"[0.004413934973089062, 0.8190350370675096]"
197,10197,"[0.3324896048512319, 0.24167504198876721]"
198,10198,"[0.6272417878737934, 0.3403822476941062]"
199,10199,"[0.07380590826138667, 0.06376746020080903]"
200,10200,"[0.13013935502937024, 0.5247106610982669]"
201,10201,"[0.44570544695427583, 0.4953746646992985]"
202,10202,"[0.7810032653039404, 0.2975601603227376]"
203,10203,"[0.13855537439963728, 0.5270738720898713]"
204,10204,"[0.772146898151437, 0.379931981462286]"
205,10205,"[0.7101836927121685, 0.026874257390451906]"
206,10206,"[0.26602766619721807, 0.9514433798829774]"
207,10207,"[0.715492689977811, 0.2573888722618023]"
208,10208,"[0.8961592253766514, 0.1949047472934473]"
209,10209,"[0.9388375245360663, 0.45398243577868513]"
210,10210,"[0.22918591112460296, 0.8443977431958454]"
211,10211,"[0.5461289886272388, 0.9297405336516296]"
212,10212,"[0.9422022781319328, 0.056237483802935695]"
213,10213,"[0.2756574138951132, 0.7437975815560883]"
214,10214,"[0.023118333979068706, 0.4143785602730594]"
215,10215,"[0.44583077868800625, 0.35862140519136976]"
216,10216,"[0.999886959604509, 0.11711909406913379]"
217,10217,"[0.657151851139795, 0.988813078906322]"
218,10218,"[0.845664511205595, 0.6676487985725605]"
219,10219,"[0.12249247625608539, 0.9765543876639664]"
220,10220,"[0.2188353385123376, 0.8874730167916364]"
221,10221,"[0.9638506932646013, 0.680197387815091]"
222,10222,"[0.3629478097626634, 0.13896940115077094]"
223,10223,"[0.49735320249919435, 0.42737851217400835]"
224,10224,"[0.18209458476942253, 0.6237400125390035]"
225,10225,"[0.017640368341760082, 0.6379032457162218]"
226,10226,"[0.3698896466362479, 0.9758898697172353]"
227,10227,"[0.8473819111078735, 0.9805745246364144]"
228,10228,"[0.15261641301271, 0.19671465159332702]"
229,10229,"[0.8427029000040832, 0.07530246354459857]"
230,10230,"[0.05814619320011727, 0.646053697697802]"
231,10231,"[0.04190836665831488, 0.10397415153157641]"
232,10232,"[0.21751137079775507, 0.2803420287324152]"
233,10233,"[0.19203706705693024, 0.4491668616638461]"
234,10234,"[0.9552203955863439, 0.4291639858191332]"
235,10235,"[0.6828786276060489, 0.8682355130295147]"
236,10236,"[0.8110637341353528, 0.598084327176345]"
237,10237,"[0.47922568349067574, 0.32681159986809194]"
238,10238,"[0.8745830238270037, 0.22454971415420943]"
239,10239,"[0.09684842205386113, 0.2558986468147165]"
240,10240,"[0.5906821554822255, 0.607161825376792]"
241,10241,"[0.9759016583560483, 0.5358131455126256]"
242,10242,"[0.660254799987394, 0.5242747631185268]"
243,10243,"[0.874368471631969, 0.4676908635145619]"
244,10244,"[0.10697129272242789, 0.19409563008768915]"
245,10245,"[0.9387991840288629, 0.3395325495719357]"
246,10246,"[0.3459464029390358, 0.8433791153446158]"
247,10247,"[0.12265456541959052, 0.5761279451255522]"
248,10248,"[0.047529961378205754, 0.2668227607577184]"
249,10249,"[0.08853389524536937, 0.27809013651005265]"
250,10250,"[0.46405759523540424, 0.3192813147109773]"
251,10251,"[0.15079418671624945, 0.8924901798501662]"
252,10252,"[0.2086773420636121, 0.2353650587212054]"
253,10253,"[0.5035071378418586, 0.820785586254821]"
254,10254,"[0.44856330717598036, 0.8287807972801728]"
255,10255,"[0.8388213868214959, 0.3011714857564255]"
256,10256,"[0.0018166458221804405, 0.14716444271428009]"
257,10257,"[0.29995719309821745, 0.6659635131715184]"
258,10258,"[0.0071591847958719645, 0.488422905845851]"
259,10259,"[0.7727366029692151, 0.8537580494466759]"
260,10260,"[0.42080447206517635, 0.7923000857336926]"
261,10261,"[0.7839164643345947, 0.3249852350413981]"
262,10262,"[0.4744748681805634, 0.9282411426952333]"
263,10263,"[0.8063785645504414, 0.5993339868491341]"
264,10264,"[0.7089782649248596, 0.26039708280318896]"
265,10265,"[0.07688280133464209, 0.7311893676963023]"
266,10266,"[0.06201577729806795, 0.3650832356441924]"
267,10267,"[0.6980089646812154, 0.8529321274003462]"
268,10268,"[0.1365568677888448, 0.13935255124580248]"
269,10269,"[0.20158389207718708, 0.9004253055505245]"
270,10270,"[0.6062722003070741, 0.6693011090333871]"
271,10271,"[0.7331950628774957, 0.9757987239472788]"
272,10272,"[0.960125136453818, 0.8844921031817725]"
273,10273,"[0.3460008128697605, 0.9202984618608546]"
274,10274,"[0.6085993295950598, 0.5749056319374003]"
275,10275,"[0.9515097108840503, 0.5984913309727931]"
276,10276,"[0.300531034169615, 0.9559424856429405]"
277,10277,"[0.10057165242542654, 0.3015905521061718]"
278,10278,"[0.5883475341285889, 0.2544999344603672]"
279,10279,"[0.4463209213051146, 0.8085479456164588]"
280,10280,"[0.02117861046392755, 0.8178146027579241]"
281,10281,"[0.11553200538803776, 0.750794907381371]"
282,10282,"[0.21251647714891897, 0.38940434709841276]"
283,10283,"[0.20403801229401508, 0.7716380455435528]"
284,10284,"[0.4006451788020521, 0.380950670309938]"
285,10285,"[0.4037144829041086, 0.8121548506658263]"
286,10286,"[0.3868568360904917, 0.7601446975378293]"
287,10287,"[0.3171714669375043, 0.8640693658214456]"
288,10288,"[0.9915788256466261, 0.32345477307284853]"
289,10289,"[0.8104517960630312, 0.7129606377820568]"
290,10290,"[0.10129769148045498, 0.5756847448673741]"
291,10291,"[0.10093578863618502, 0.4558806221439925]"
292,10292,"[0.9435525188692747, 0.5443319673433703]"
293,10293,"[0.39425501976196287, 0.6059096032120209]"
294,10294,"[0.10541050491412418, 0.43945110569653334]"
295,10295,"[0.03104762638045966, 0.9528256424855293]"
296,10296,"[0.2117024515947058, 0.17356314538093698]"
297,10297,"[0.3581602574941517, 0.05023614345637406]"
298,10298,"[0.2661236577756473, 0.8287749393378183]"
299,10299,"[0.013493729854940018, 0.4800323276570697]"
300,10300,"[0.2484559519706231, 0.004551675507976527]"
301,10301,"[0.9634294657402669, 0.022634163209196756]"
302,10302,"[0.5028698301923229, 0.1471836976467109]"
303,10303,"[0.013749807636421085, 0.8918432684254519]"
304,10304,"[0.1562810139502513, 0.6318078738762861]"
305,10305,"[0.8051394551367554, 0.7296543270448281]"
306,10306,"[0.9209731176907542, 0.44857138918418693]"
307,10307,"[0.6715988132112969, 0.034724419845395205]"
308,10308,"[0.10180157226308484, 0.8622393334005946]"
309,10309,"[0.9202164547675177, 0.39852212561984834]"
310,10310,"[0.3142141462127557, 0.9620881604534952]"
311,10311,"[0.7843628603718401, 0.9190509633458283]"
312,10312,"[0.12638477399005787, 0.6961284471769916]"
313,10313,"[0.775469583512232, 0.937973733114874]"
314,10314,"[0.7176735288774055, 0.5484899666517961]"
315,10315,"[0.7568366203230505, 0.34223761470510405]"
316,10316,"[0.6666758538025025, 0.2598149786605065]"
317,10317,"[0.9798069213790096, 0.9671676414665306]"
318,10318,"[0.7070659125452119, 0.9340165700803817]"
319,10319,"[0.78416469729843, 0.37016503960074976]"
320,10320,"[0.8874671781585299, 0.8245258159208306]"
321,10321,"[0.6284504331127164, 0.45982584258870596]"
322,10322,"[0.44776687458819453, 0.30673782696727914]"
323,10323,"[0.208538307306672, 0.022438446311766946]"
324,10324,"[0.7326204518392343, 0.8994604973763033]"
325,10325,"[0.4810750872462116, 0.7970775328519494]"
326,10326,"[0.6816852385149218, 0.4318808689409541]"
327,10327,"[0.010404136232696648, 0.3334242333143125]"
328,10328,"[0.0732960353598856, 0.15403479251431662]"
329,10329,"[0.6808026100116616, 0.9926660488128648]"
330,10330,"[0.6880158032090053, 0.8361403995811045]"
331,10331,"[0.9827353573160864, 0.7150507407082208]"
332,10332,"[0.14897592276622929, 0.03340470519803507]"
333,10333,"[0.8507496101329496, 0.32765005986979234]"
334,10334,"[0.900033967546687, 0.47726025048323595]"
335,10335,"[0.1813289930482208, 0.9199052612976347]"
336,10336,"[0.3660372704960494, 0.6008045433973627]"
337,10337,"[0.44807098246923416, 0.8900445906536689]"
338,10338,"[0.16122774467692502, 0.45695765551293444]"
339,10339,"[0.1812760535004616, 0.6052313970331413]"
340,10340,"[0.21187248531312763, 0.04028404594610446]"
341,10341,"[0.6725611129209651, 0.9910647281273822]"
342,10342,"[0.9315129979267932, 0.5604571484905215]"
343,10343,"[0.3409085373122813, 0.5391660979755691]"
344,10344,"[0.5283672425286361, 0.21149719152385715]"
345,10345,"[0.293405647818027, 0.8234551765163747]"
346,10346,"[0.5669562661166423, 0.3344780660572839]"
347,10347,"[0.0804164297165244, 0.23189665836691198]"
348,10348,"[0.6219045434029837, 0.3763330290070038]"
349,10349,"[0.5211780913752042, 0.9237354625248909]"
350,10350,"[0.7209633310977512, 0.9535440610935177]"
351,10351,"[0.23872043101577123, 0.988315672251898]"
352,10352,"[0.7597986627091844, 0.07271452475187057]"
353,10353,"[0.9073382850486963, 0.8588666079778247]"
354,10354,"[0.04856041820795898, 0.06303329681982306]"
355,10355,"[0.17534357863289263, 0.07706163161926238]"
356,10356,"[0.8275184590870991, 0.7513401129167229]"
357,10357,"[0.3819035343224437, 0.39426918013705137]"
358,10358,"[0.060978086844301616, 0.06197046954689123]"
359,10359,"[0.7564781337564916, 0.9478284862082811]"
360,10360,"[0.16907081450556916, 0.9507535816186108]"
361,10361,"[0.011181208621623084, 0.8264322776792278]"
362,10362,"[0.057244832557195036, 0.8247450466156195]"
363,10363,"[0.594060453128872, 0.4803104941193085]"
364,10364,"[0.12199155636433401, 0.18749355565196835]"
365,10365,"[0.7498757232449873, 0.8721062687100147]"
366,10366,"[0.5143165305936381, 0.6694631024208633]"
367,10367,"[0.31397718284473697, 0.497317516319596]"
368,10368,"[0.655150623873353, 0.6771672846175137]"
369,10369,"[0.3898462117989525, 0.21622253521256063]"
370,10370,"[0.23122628743039264, 0.6413647967106164]"
371,10371,"[0.621661398134807, 0.4727061934154946]"
372,10372,"[0.08997793371550022, 0.5522215150881495]"
373,10373,"[0.5599854224358338, 0.3617053362316771]"
374,10374,"[0.7602886718846963, 0.46321970079643837]"
375,10375,"[0.6359666184245865, 0.15294533869488525]"
376,10376,"[0.786487149559146, 0.7880040996671518]"
377,10377,"[0.4238148382644309, 0.8648148567205942]"
378,10378,"[0.447521666724217, 0.635544152133315]"
379,10379,"[0.005152128838497028, 0.41334483379314824]"
380,10380,"[0.054835099803834275, 0.8382088976666515]"
381,10381,"[0.17926373949878016, 0.2919915516999211]"
382,10382,"[0.6112367353578229, 0.10642482687873656]"
383,10383,"[0.4313001927365654, 0.4321973348155017]"
384,10384,"[0.696986493920971, 0.0862000770291188]"
385,10385,"[0.08455213773687231, 0.8858971884676893]"
386,10386,"[0.7156885954558616, 0.0655365630478596]"
387,10387,"[0.6056524994596293, 0.753867921369663]"
388,10388,"[0.131546162002675, 0.5939328070806198]"
389,10389,"[0.11946596661234188, 0.08738048388980679]"
390,10390,"[0.08840929947522269, 0.40322165628270923]"
391,10391,"[0.5485584857066822, 0.46206915559647654]"
392,10392,"[0.9192837878378283, 0.13579213126015954]"
393,10393,"[0.705014895165815, 0.6377544980730498]"
394,10394,"[0.44560663792500455, 0.9131215201636431]"
395,10395,"[0.42744515111411074, 0.8964673173071598]"
396,10396,"[0.09509007313381534, 0.1869185284325514]"
397,10397,"[0.17867192192231285, 0.10985853930989398]"
398,10398,"[0.7863162183001865, 0.48165352112817983]"
399,10399,"[0.7348128531557244, 0.8601527383452753]"
400,10400,"[0.08879649814003854, 0.7383643818481516]"
401,10401,"[0.6628761301033392, 0.1718068994892763]"
402,10402,"[0.02473120467911971, 0.8475523840947633]"
403,10403,"[0.18341988696456657, 0.07687461664695838]"
404,10404,"[0.45061271695529526, 0.9896148341244109]"
405,10405,"[0.2155698785221284, 0.19696939685756665]"
406,10406,"[0.19091286619386805, 0.47369111270708175]"
407,10407,"[0.36612419313607847, 0.878062348114055]"
408,10408,"[0.804724551703612, 0.8819128408148169]"
409,10409,"[0.07304705853144822, 0.9145919773460053]"
410,10410,"[0.5762438460776244, 0.8040857710172828]"
411,10411,"[0.312805606176642, 0.7652560773085777]"
412,10412,"[0.7700835719584652, 0.9390986695852381]"
413,10413,"[0.6143170991504217, 0.1543031628210081]"
414,10414,"[0.784066826472301, 0.4454083161557254]"
415,10415,"[0.4678203369490146, 0.8620120457802848]"
416,10416,"[0.6542273100291817, 0.8836677692024675]"
417,10417,"[0.3567661093564978, 0.28345188500568785]"
418,10418,"[0.8471473377967549, 0.8875098339072736]"
419,10419,"[0.4503918769356511, 0.13477118969800217]"
420,10420,"[0.4989229975420766, 0.5737745381812743]"
421,10421,"[0.2513165522880745, 0.29738693476627487]"
422,10422,"[0.8517123011681514, 0.4511455136280287]"
423,10423,"[0.8242553972795301, 0.7643367228848145]"
424,10424,"[0.8697565883746641, 0.9631243447368661]"
425,10425,"[0.7726328388693015, 0.8675891032466877]"
426,10426,"[0.26433361031405866, 0.8340369762460885]"
427,10427,"[0.21975969214771895, 0.17776312031740726]"
428,10428,"[0.9638299410027908, 0.025141505193937985]"
429,10429,"[0.1174397551833285, 0.20526624832160656]"
430,10430,"[0.0024373100976026185, 0.8352786183088418]"
431,10431,"[0.09563047988806406, 0.8222600280297252]"
432,10432,"[0.01700729344669205, 0.793882250568261]"
433,10433,"[0.9223875349523326, 0.24760247998474394]"
434,10434,"[0.8857572030573293, 0.028218005920735756]"
435,10435,"[0.5428380052164358, 0.7257321374792127]"
436,10436,"[0.13188244402215643, 0.18565524351784446]"
437,10437,"[0.7825842812264641, 0.7087071134410363]"
438,10438,"[0.028097305423769536, 0.5473221488612048]"
439,10439,"[0.6286884446145921, 0.3603427014318866]"
440,10440,"[0.27309132353456944, 0.005984290352369803]"
441,10441,"[0.18530957672309423, 0.10794183479929464]"
442,10442,"[0.7901793900149566, 0.7599289128318625]"
443,10443,"[0.387360087450213, 0.36509817902666586]"
444,10444,"[0.2093980434193058, 0.7715626689452553]"
445,10445,"[0.7363300262140798, 0.6003812893487434]"
446,10446,"[0.8239236602043752, 0.8482617283244659]"
447,10447,"[0.0720533501287538, 0.5209162307379552]"
448,10448,"[0.2214383372167319, 0.02595930175400507]"
449,10449,"[0.2945300998066983, 0.6338613673506376]"
450,10450,"[0.626406491861296, 0.4786904306167039]"
451,10451,"[0.9303840750410695, 0.4038869928168528]"
452,10452,"[0.5690620952203698, 0.998835840924015]"
453,10453,"[0.2766385271847367, 0.4154126353119748]"
454,10454,"[0.7174856336416364, 0.02214623095251722]"
455,10455,"[0.7879548885182179, 0.7938910716995718]"
456,10456,"[0.4432130452959254, 0.484987344440856]"
457,10457,"[0.6597217763116341, 0.02029346780316732]"
458,10458,"[0.47616210710622286, 0.2724816019298215]"
459,10459,"[0.2196803569424779, 0.17488080595519606]"
460,10460,"[0.5717663509494219, 0.5392552930697998]"
461,10461,"[0.5301312501238991, 0.9515952022907119]"
462,10462,"[0.0767154967835757, 0.19420288457268475]"
463,10463,"[0.9423293678417265, 0.939372689056956]"
464,10464,"[0.2582614750089828, 0.47694340898975207]"
465,10465,"[0.9901608161644535, 0.7686257367933852]"
466,10466,"[0.423197928845247, 0.5665156278261079]"
467,10467,"[0.3307155486936796, 0.9192794351370712]"
468,10468,"[0.46579156402140387, 0.7074735314301858]"
469,10469,"[0.11947026472059208, 0.09266480548371803]"
470,10470,"[0.7787553698061747, 0.3416330137002015]"
471,10471,"[0.49916405567870126, 0.8158774993384443]"
472,10472,"[0.43703510314214034, 0.6161938936803488]"
473,10473,"[0.38321412025966384, 0.5794400738657169]"
474,10474,"[0.22673182402289505, 0.5404921351701092]"
475,10475,"[0.35967307174790253, 0.3293445257899902]"
476,10476,"[0.9029895658409292, 0.7297984151859375]"
477,10477,"[0.7147700891268168, 0.09706062856258069]"
478,10478,"[0.24183246746245213, 0.09396572347075982]"
479,10479,"[0.262382485267299, 0.8942636189126121]"
480,10480,"[0.388688920144984, 0.07154973892678751]"
481,10481,"[0.5084747640854557, 0.061539385542527136]"
482,10482,"[0.8534110112580284, 0.4312539887239033]"
483,10483,"[0.5162710259741474, 0.2279488174601153]"
484,10484,"[0.14587916700121106, 0.2763806877903483]"
485,10485,"[0.2013310567695401, 0.253398301774591]"
486,10486,"[0.4056779744977854, 0.8189441635584449]"
487,10487,"[0.8998069125051826, 0.1748988576248962]"
488,10488,"[0.9736646666162042, 0.006263127789753797]"
489,10489,"[0.23587500100962866, 0.8238282468183121]"
490,10490,"[0.43169152429448454, 0.03145785737729567]"
491,10491,"[0.9137228205442571, 0.692707560864809]"
492,10492,"[0.13441303019667983, 0.05602440663481767]"
493,10493,"[0.24107203593873716, 0.5034072331632605]"
494,10494,"[0.0823071086638667, 0.34483996952197804]"
495,10495,"[0.9339685732312593, 0.601951246383871]"
496,10496,"[0.06537133184504784, 0.5922189446085843]"
497,10497,"[0.46748571570813124, 0.3064602121778519]"
498,10498,"[0.6870488219957939, 0.022526347229621324]"
499,10499,"[0.8764506315283405, 0.2071252470770243]"
500,10500,"[0.7679264528824011, 0.0964215190961164]"
501,10501,"[0.5039268074949024, 0.5515879056746037]"
